   50.00000      -2.097093       1.253379
   60.00000      -1.891539       1.112378    
   70.00000      -1.754843      0.9570956    
   80.00000      -1.864254      0.8192497    
   90.00000      -1.828494      0.7454891    
   100.0000      -1.807482      0.6811245    
   110.0000      -1.798403      0.6244819    
   120.0000      -1.799425      0.5742958    
   130.0000      -1.822626      0.5311434    
   140.0000      -1.839562      0.4922981    
   150.0000      -1.864528      0.4571823    
   160.0000      -1.897602      0.4253416    
   170.0000      -1.939194      0.3963919    
   180.0000      -1.990083      0.3700052    
   190.0000      -2.051499      0.3458993    
   200.0000      -2.125268      0.3238296    
   210.0000      -2.214052      0.3035834    
   220.0000      -2.321757      0.2849745    
   230.0000      -2.454241      0.2678396    
   240.0000      -2.620624      0.2520348    
   250.0000      -2.835850      0.2374329    
   260.0000      -3.126187      0.2239214    
   270.0000      -3.542494      0.2113999    
   280.0000      -4.198021      0.1997795    
   290.0000      -4.379300       3.927597    
   300.0000      -3.094790       3.771969    
   310.0000      -2.432751       3.624979    
   320.0000      -1.984859       3.486013    
   330.0000      -1.649286       3.354510    
   340.0000      -1.383925       3.229955    
   350.0000      -1.166975       3.111877    
   360.0000     -0.9855618       2.999842    
   370.0000     -0.8609690       2.893894    
   380.0000     -0.7277213       2.793937    
   390.0000     -0.6118960       2.698837    
   400.0000     -0.5104467       2.608286    
   410.0000     -0.4210386       2.522004    
   420.0000     -0.3418392       2.439728    
   430.0000     -0.2713828       2.361217    
   440.0000     -0.2084792       2.286249    
   450.0000     -0.1521472       2.214616    
   460.0000     -0.1015697       2.146124    
   470.0000     -5.6059342E-02   2.080597    
   480.0000     -1.4990540E-02   2.017867    
   490.0000      2.2018235E-02   1.957779    
   500.0000      5.5511080E-02   1.900190    
   510.0000      8.5825138E-02   1.844964    
   520.0000      0.1132852       1.791977    
   530.0000      0.1381757       1.741110    
   540.0000      0.1607473       1.692254    
   550.0000      0.1812207       1.645306    
   560.0000      0.1997919       1.600169    
   570.0000      0.2166354       1.556753    
   580.0000      0.2319064       1.514974    
   590.0000      0.2457441       1.474750    
   600.0000      0.2582733       1.436008    
   610.0000      0.2696058       1.398677    
   620.0000      0.2798429       1.362691    
   630.0000      0.2890758       1.327987    
   640.0000      0.2973870       1.294506    
   650.0000      0.3048513       1.262192    
   660.0000      0.3115367       1.230993    
   670.0000      0.3175049       1.200859    
   680.0000      0.3228121       1.171744    
   690.0000      0.3275095       1.143603    
   700.0000      0.3316440       1.116393    
   710.0000      0.3352583       1.090077    
   720.0000      0.3383914       1.064614    
   730.0000      0.3410791       1.039970    
   740.0000      0.3433543       1.016112    
   750.0000      0.3452468      0.9930059    
   760.0000      0.3467841      0.9706222    
   770.0000      0.3479914      0.9489317    
   780.0000      0.3488918      0.9279068    
   790.0000      0.3495064      0.9075211    
   800.0000      0.3498544      0.8877498    
   810.0000      0.3499535      0.8685691    
   820.0000      0.3498196      0.8499563    
   830.0000      0.3494674      0.8318899    
   840.0000      0.3489099      0.8143491    
   850.0000      0.3481587      0.7973144    
   860.0000      0.3472246      0.7807672    
   870.0000      0.3461164      0.7646894    
   880.0000      0.3448420      0.7490641    
   890.0000      0.3434080      0.7338749    
   900.0000      0.3418195      0.7191061    
   910.0000      0.3400801      0.7047430    
   920.0000      0.3381918      0.6907711    
   930.0000      0.3361551      0.6771770    
   940.0000      0.3339679      0.6639475    
   950.0000      0.3316262      0.6510700    
   960.0000      0.3291227      0.6385327    
   970.0000      0.3264465      0.6263239    
   980.0000      0.3235821      0.6144328    
   990.0000      0.3205078      0.6028487    
   1000.000      0.3171935      0.5915615    
   1010.000      0.3153265      0.5811757    
   1020.000      0.3134361      0.5710554    
   1030.000      0.3115251      0.5611917    
   1040.000      0.3095963      0.5515760    
   1050.000      0.3076521      0.5422000    
   1060.000      0.3056950      0.5330558    
   1070.000      0.3037271      0.5241358    
   1080.000      0.3017504      0.5154328    
   1090.000      0.2997667      0.5069398    
   1100.000      0.2977778      0.4986501    
   1110.000      0.2957853      0.4905573    
   1120.000      0.2937907      0.4826550    
   1130.000      0.2917953      0.4749376    
   1140.000      0.2891369      0.4674069    
   1150.000      0.2871094      0.4600592    
   1160.000      0.2850864      0.4528811    
   1170.000      0.2830687      0.4458674    
   1180.000      0.2810574      0.4390132    
   1190.000      0.2790532      0.4323134    
   1200.000      0.2770569      0.4257638    
   1210.000      0.2750693      0.4193597    
   1220.000      0.2730909      0.4130968    
   1230.000      0.2711223      0.4069711    
   1240.000      0.2691641      0.4009784    
   1250.000      0.2672167      0.3951151    
   1260.000      0.2652806      0.3893774    
   1270.000      0.2633562      0.3837617    
   1280.000      0.2614439      0.3782646    
   1290.000      0.2595439      0.3728828    
   1300.000      0.2576566      0.3676130    
   1310.000      0.2557823      0.3624523    
   1320.000      0.2539211      0.3573974    
   1330.000      0.2520733      0.3524458    
   1340.000      0.2502392      0.3475944    
   1350.000      0.2484187      0.3428407    
   1360.000      0.2466121      0.3381820    
   1370.000      0.2448195      0.3336158    
   1380.000      0.2430410      0.3291398    
   1390.000      0.2412767      0.3247514    
   1400.000      0.2395266      0.3204485    
   1410.000      0.2377908      0.3162288    
   1420.000      0.2360694      0.3120903    
   1430.000      0.2343623      0.3080308    
   1440.000      0.2326696      0.3040483    
   1450.000      0.2309913      0.3001410    
   1460.000      0.2293273      0.2963069    
   1470.000      0.2276777      0.2925443    
   1480.000      0.2260425      0.2888513    
   1490.000      0.2244215      0.2852263    
   1500.000      0.2228148      0.2816676    
   1510.000      0.2212223      0.2781736    
   1520.000      0.2196440      0.2747428    
   1530.000      0.2180798      0.2713736    
   1540.000      0.2165296      0.2680646    
   1550.000      0.2149933      0.2648143    
   1560.000      0.2134709      0.2616214    
   1570.000      0.2119623      0.2584845    
   1580.000      0.2104675      0.2554024    
   1590.000      0.2089862      0.2523738    
   1600.000      0.2075185      0.2493974    
   1610.000      0.2060643      0.2464721    
   1620.000      0.2046234      0.2435966    
   1630.000      0.2031957      0.2407700    
   1640.000      0.2017812      0.2379910    
   1650.000      0.2003797      0.2352587    
   1660.000      0.1989912      0.2325720    
